direction,entry_cutoff,tp_spec,sl_spec,n_trades,total_fact_log_return,avg_fact_log_return,compounded_return_pct,win_rate,avg_hold_minutes
long,0.94,bucket_median_mfe,2.0x_tp,781,-0.18437204050643324,-0.00023607175480977368,-16.837365242240466,0.5736235595390525,30.15236875800256
long,0.95,bucket_median_mfe,2.0x_tp,665,-0.14230162073824704,-0.0002139873996063865,-13.264039661600158,0.58796992481203,28.798496240601505
long,0.96,bucket_median_mfe,2.0x_tp,567,0.00019952693288640422,3.5189935253334075e-07,0.01995468397089084,0.6031746031746031,26.800705467372133
long,0.97,bucket_median_mfe,2.0x_tp,468,0.11107234790580336,0.00023733407672180205,11.747575096034012,0.6217948717948718,24.662393162393162
long,0.98,bucket_median_mfe,2.0x_tp,319,0.021024915938779292,6.590882739429245e-05,2.12474966606393,0.6269592476489029,22.11912225705329
long,0.99,bucket_median_mfe,2.0x_tp,177,0.245002173530132,0.0013841930707917062,27.762409015632606,0.6779661016949152,14.457627118644067
long,0.9,bucket_p75_mfe,none,797,0.25109718877483134,0.0003150529344728122,28.54350081140662,0.5269761606022585,54.79548306148055
long,0.92,bucket_p75_mfe,none,637,0.04673261649974796,7.33636051801381e-05,4.784179601202165,0.49607535321821034,54.82731554160126
long,0.94,bucket_p75_mfe,none,465,-0.017485658584360197,-3.760356684808645e-05,-1.7333671609731205,0.5032258064516129,53.215053763440864
long,0.95,bucket_p75_mfe,none,386,-0.14231010618322787,-0.0003686790315627665,-13.264775651696858,0.5025906735751295,52.987046632124354
long,0.96,bucket_p75_mfe,none,320,0.12401593894831334,0.00038754980921347916,13.20339142854281,0.540625,51.834375
long,0.97,bucket_p75_mfe,none,260,0.3207322696433345,0.0012335856524743635,37.81365625038327,0.5576923076923077,49.7
long,0.98,bucket_p75_mfe,none,172,0.2607491640865094,0.0015159835121308686,29.79020641492671,0.5813953488372093,49.22093023255814
long,0.99,bucket_p75_mfe,none,85,0.2656656835422915,0.0031254786299093115,30.429893718921864,0.6,43.96470588235294
